longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,ocean_proximity,median_house_value,rooms_per_household,bedrooms_per_room,population_per_household
-117.56189518487908,40.30431695597922,32,6156,1314.0,5805,1402,4.2662383507137775,<1H OCEAN,260306.71486616676,4.390870185449358,0.2134502923976608,4.140513552068474
-123.01783157374366,33.78646035207926,14,2513,434.0,2156,698,2.844130604898471,<1H OCEAN,180611.97162931436,3.6002865329512894,0.17270194986072424,3.0888252148997135
-115.17205152008664,39.701323881002374,23,7365,1477.0,5350,1718,2.010688913342974,INLAND,151206.0203350478,4.286961583236321,0.20054310930074679,3.1140861466821885
-119.20949505352588,33.576048755977695,6,4549,749.0,1110,666,1.96389175049263,<1H OCEAN,156329.02177088836,6.83033033033033,0.16465157177401626,1.6666666666666667
-122.75528252667635,36.12758208845572,49,2360,,1148,355,3.7722233022339977,INLAND,217002.7268040972,6.647887323943662,,3.2338028169014086
-122.64256063481751,41.78706848961082,40,13871,2475.0,4655,1696,7.103524471988221,NEAR OCEAN,383863.5456599413,8.178655660377359,0.17842981760507534,2.744693396226415
-117.18715386187932,34.29109465604746,15,12974,2710.0,6159,1732,3.7509015563279537,NEAR OCEAN,291526.1362409021,7.490762124711316,0.20887929705564975,3.5560046189376444
-123.7168004313592,33.93186131797192,36,4089,1165.0,1056,645,3.3088898925773167,<1H OCEAN,189053.0421507161,6.339534883720931,0.2849107361213011,1.6372093023255814
-121.2767435978791,36.43204309268518,36,4686,899.0,3985,1119,3.969427043793437,INLAND,197027.2327225615,4.1876675603217155,0.19184805804524113,3.5612153708668455
-122.77416657720735,38.26291729151971,32,2598,660.0,958,411,6.282077788299066,INLAND,321108.7708860779,6.321167883211679,0.2540415704387991,2.3309002433090025
-119.7010102179037,41.175977276443255,3,4558,1382.0,4058,1197,3.8524993735897217,<1H OCEAN,286076.40683958365,3.8078529657477027,0.30320315928038616,3.390142021720969
-119.97359152565753,41.621636653457216,46,7232,1782.0,4245,1279,2.9010790271754683,INLAND,199577.32403261287,5.6544175136825645,0.24640486725663716,3.3189992181391714
-118.87686036617367,33.14765792029997,50,7152,1308.0,2831,1312,5.7421282652414005,NEAR BAY,350920.80890479893,5.451219512195122,0.18288590604026847,2.1577743902439024
-121.3477094431542,33.783376911335516,51,6062,1265.0,2986,1075,4.2331246034438115,<1H OCEAN,286209.38285273546,5.63906976744186,0.20867700428901353,2.777674418604651
-123.8731553883426,39.85386315723274,51,6379,1597.0,5108,1302,6.966341512720428,NEAR OCEAN,372074.0588882731,4.899385560675883,0.2503527198620473,3.923195084485407
-117.93326171334112,35.016879016119,49,7289,1721.0,3426,1052,3.7903391354867297,INLAND,221915.89900479105,6.928707224334601,0.23610920565235285,3.2566539923954374
-120.38807637060002,40.72909625340915,39,11534,2022.0,2544,1497,2.011717702984353,INLAND,106771.9805952788,7.704742818971276,0.17530778567712849,1.6993987975951903
-117.55638301285153,38.670115292230506,3,3091,698.0,1172,421,1.8857551680706153,<1H OCEAN,186216.32871682063,7.342042755344418,0.22581688773859593,2.7838479809976246
-123.09159689779646,33.5401566621403,25,6187,,2241,932,7.336908506509143,NEAR BAY,379341.2173336858,6.638412017167382,,2.4045064377682404
-124.0594709760007,40.24252234979326,13,5071,991.0,2752,819,7.581033790702228,INLAND,353456.82594147173,6.191697191697192,0.1954249654900414,3.3601953601953602
-121.66739867157,34.14011433407511,12,3714,,3335,1016,3.2194687260149504,INLAND,207451.2528484855,3.655511811023622,,3.28248031496063
-119.54321730546069,36.43850717052078,44,2547,412.0,548,358,2.937520051497862,INLAND,133889.74856229816,7.114525139664805,0.16175893207695327,1.5307262569832403
-120.18046586348164,37.63531983560177,43,4133,856.0,2166,664,6.73723721078278,ISLAND,449133.803901028,6.224397590361446,0.20711347689329784,3.2620481927710845
-115.93491393621063,37.157125186446585,28,8358,2396.0,6253,1722,2.1208764924591255,INLAND,161025.34946196762,4.853658536585366,0.2866714525005982,3.6312427409988386
-120.3460560292332,38.8813151152209,39,1521,295.0,1104,296,2.333508295752261,INLAND,130426.98398907456,5.138513513513513,0.19395134779750164,3.72972972972973
-118.7894999680486,38.56998663428407,7,9707,2455.0,1984,1187,4.662244840666796,NEAR BAY,310278.3653274989,8.177759056444819,0.252910270938498,1.6714406065711878
-118.14614095708964,41.72599065141091,12,8185,,2942,1236,2.922465749520942,INLAND,173337.2693152206,6.622168284789644,,2.3802588996763756
-123.97731980521272,41.79462375578495,45,5392,1099.0,2496,917,3.4823075390500717,INLAND,164093.23329886675,5.8800436205016355,0.20382047477744808,2.721919302071974
-118.94563955616889,37.30307244451146,24,1162,,356,176,3.2428439127790893,ISLAND,302571.5325023557,6.6022727272727275,,2.022727272727273
-120.68272115413184,33.385351508736036,29,986,205.0,481,177,4.0629468967498505,NEAR OCEAN,273441.8540359196,5.570621468926554,0.2079107505070994,2.7175141242937855
-119.9029426976308,39.26894268040907,25,3411,649.0,995,583,6.575606634375759,INLAND,322187.24581255525,5.850771869639794,0.1902667839343301,1.7066895368782162
-123.17706853534844,41.582975927414275,11,1446,440.0,534,292,3.635560186192732,NEAR BAY,325353.7903443916,4.9520547945205475,0.30428769017980634,1.8287671232876712
-116.21523023038382,35.46043540494989,43,1584,438.0,956,278,4.663528996752903,INLAND,220671.9300108215,5.697841726618705,0.2765151515151515,3.4388489208633093
-114.58747664175309,36.78924263828944,40,2695,717.0,880,389,1.3873876002608334,INLAND,133573.2423338272,6.928020565552699,0.2660482374768089,2.2622107969151672
-123.97285802957808,36.450425400783736,36,1628,258.0,1568,440,3.414655874500913,NEAR OCEAN,215367.0442938597,3.7,0.15847665847665848,3.5636363636363635
-118.06599781932424,32.978198137379444,19,11422,1968.0,2505,1528,2.388215366327819,NEAR BAY,230928.929494424,7.475130890052356,0.17229907196638067,1.6393979057591623
-116.40879051365874,38.75205921037803,34,5863,,3736,1193,2.0168444223602275,<1H OCEAN,189118.8901357352,4.914501257334451,,3.131601005867561
-121.29496259577112,35.78604056413675,50,1182,219.0,451,171,2.350978054279457,<1H OCEAN,191562.29278156353,6.912280701754386,0.18527918781725888,2.6374269005847952
-116.1669330343952,39.82341403407297,34,7889,1486.0,4478,1175,3.003098087640269,INLAND,163664.18803378587,6.714042553191489,0.18836354417543416,3.811063829787234
-117.74997848218372,40.23871670012247,26,2360,667.0,1317,349,5.270662910231597,<1H OCEAN,316534.445791368,6.762177650429799,0.2826271186440678,3.773638968481375
-114.72254115083508,40.13744631535996,15,5409,1074.0,2141,827,1.921532946310754,NEAR BAY,221941.50266932888,6.540507859733978,0.1985579589572934,2.588875453446191
-114.19375092419152,36.37499378177088,28,1518,246.0,605,183,3.538787561282807,INLAND,187310.4764662449,8.295081967213115,0.16205533596837945,3.3060109289617485
-123.76806963721322,35.49037484484037,20,1637,,585,271,2.8070209336178022,<1H OCEAN,218361.7277663534,6.040590405904059,,2.158671586715867
-119.66163483752456,39.46403325090361,32,2449,552.0,1089,342,3.0118277112973155,INLAND,217834.08383169185,7.1608187134502925,0.22539812168231932,3.1842105263157894
-118.62072456670218,39.95292173473732,3,5959,1519.0,1472,848,5.480744894562816,NEAR OCEAN,358390.40086807875,7.027122641509434,0.2549085417016278,1.7358490566037736
-122.70321902128195,37.0686942514397,10,4199,1250.0,2476,897,4.446654193038896,<1H OCEAN,292585.67282625905,4.681159420289855,0.2976899261728983,2.7603121516164992
-120.76988452964092,40.805188481687615,41,3501,591.0,1445,712,6.371463221763138,INLAND,325711.01981266803,4.917134831460674,0.168808911739503,2.029494382022472
-114.12599603288407,33.838350873530594,20,6525,1197.0,4716,1161,3.2559120768053846,<1H OCEAN,189445.84525665792,5.62015503875969,0.18344827586206897,4.062015503875969
-124.0344493453068,40.67533965082833,23,6502,1561.0,3711,1330,2.5518684714354825,INLAND,172113.64328403492,4.888721804511278,0.240079975392187,2.7902255639097744
-119.58441909845128,33.3936856666385,29,7169,1519.0,4319,1344,3.15586785921641,<1H OCEAN,189610.9798658031,5.334077380952381,0.21188450272004464,3.2135416666666665
-115.6049228584744,33.92778735510791,23,5957,,2779,1092,3.892780002834805,INLAND,204279.3604830124,5.455128205128205,,2.5448717948717947
-120.89620712026326,37.46471212344783,40,6754,2074.0,2421,1036,3.7789946600380087,INLAND,251742.43668893192,6.519305019305019,0.3070772875333136,2.336872586872587
-119.30605527189743,33.12792186574296,13,4346,1054.0,1974,945,2.1426114043373787,NEAR BAY,217014.66196001729,4.598941798941799,0.24252185918085595,2.088888888888889
-114.2239333929626,32.99110604302103,40,3904,861.0,2151,519,3.635404564377284,<1H OCEAN,208962.98730507868,7.5221579961464355,0.22054303278688525,4.144508670520231
-119.35625626794784,32.50482432074106,11,5335,1698.0,3582,938,3.8678652836636385,INLAND,251109.74122860483,5.687633262260128,0.3182755388940956,3.818763326226013
-122.86460261610571,36.55774493515665,20,956,154.0,257,136,10.83588505955372,<1H OCEAN,500000.0,7.029411764705882,0.16108786610878661,1.8897058823529411
-123.67244078500282,39.70400209601773,31,6810,2101.0,6389,1743,8.122029611344285,INLAND,379984.6033600974,3.9070567986230635,0.30851688693098384,3.6655192197360873
-114.55675096111251,32.82399665760322,47,4335,1020.0,2011,741,2.3774785474652296,NEAR BAY,239332.29885722147,5.850202429149798,0.23529411764705882,2.7139001349527665
-121.48874398459434,38.56599574013245,13,5061,1193.0,2147,1390,3.066931306627003,INLAND,190644.7688804172,3.6410071942446045,0.2357241651847461,1.5446043165467627
-119.05854815304158,40.15508405197053,31,11881,3644.0,5237,1727,1.8066080817343153,INLAND,89110.80739493106,6.879559930515344,0.3067081895463345,3.0324261725535613
-123.27484198588232,34.0624078917742,4,4978,1176.0,1791,954,2.6756219117936886,<1H OCEAN,221587.8814247552,5.218029350104822,0.2362394535958216,1.8773584905660377
-119.87871777038384,33.865832733839056,4,12922,,3305,1567,4.022977304904928,NEAR BAY,298546.33151893725,8.246330567964263,,2.109125717932355
-114.71292370364874,40.50544905467098,40,4737,930.0,3255,925,6.005250256790435,NEAR OCEAN,380937.0949753939,5.121081081081081,0.19632678910702978,3.518918918918919
-119.07538746496444,40.15505887253588,38,2161,566.0,768,342,2.514093429134199,NEAR OCEAN,186249.6242280513,6.318713450292398,0.26191577973160574,2.245614035087719
-114.29442145161626,37.51215842625694,20,785,194.0,670,164,2.6003189276082863,NEAR BAY,261691.59235524433,4.786585365853658,0.24713375796178344,4.085365853658536
-121.55987650017852,40.11855887743401,33,2290,427.0,1182,347,1.3280609374262098,NEAR OCEAN,194469.61411631224,6.599423631123919,0.18646288209606987,3.4063400576368874
-119.05363855501984,33.3626315200478,20,9937,2689.0,6665,1703,3.243977939258284,<1H OCEAN,202975.3793011818,5.834997064004698,0.270604810304921,3.913681738109219
-115.43278592354488,36.168678116830414,15,4914,1275.0,3015,918,2.1639029547373503,NEAR OCEAN,195990.02462153023,5.352941176470588,0.2594627594627595,3.284313725490196
-119.62782598355182,39.36151727178927,23,2964,645.0,2637,656,2.750416233015472,NEAR BAY,250805.86309197225,4.5182926829268295,0.21761133603238866,4.0198170731707314
-121.34922878958407,34.89430322171286,17,3526,532.0,2215,869,2.3523448750239915,NEAR OCEAN,187329.53244226164,4.057537399309552,0.15087918321043675,2.5489067894131185
-115.4741512931376,39.496658904232035,43,2251,509.0,1698,549,3.3453852223656986,NEAR OCEAN,238072.96311363945,4.100182149362477,0.22612172367836517,3.092896174863388
-120.22312741749938,37.188861020834565,22,13439,2030.0,4740,1582,1.582525872271872,NEAR BAY,188292.92002278083,8.494943109987357,0.15105290572215194,2.9962073324905183
-118.78662243118562,39.47747368791857,17,10005,1628.0,7414,1799,1.8036811133398063,NEAR OCEAN,178368.0526136245,5.56142301278488,0.16271864067966016,4.121178432462479
-114.23942392256552,36.82152063207317,28,920,205.0,518,262,9.098969819014457,NEAR BAY,500000.0,3.5114503816793894,0.22282608695652173,1.9770992366412214
-122.2978703934902,35.921510364062904,40,10967,1798.0,4215,1327,1.9555272270330624,<1H OCEAN,157071.2319936956,8.264506405425772,0.16394638460837058,3.1763376036171818
-121.1257135054541,34.53845971325128,15,2459,484.0,2519,683,2.1306913184085796,<1H OCEAN,182808.29306190924,3.6002928257686677,0.19682797885319236,3.6881405563689604
-123.88309007928764,34.437927875345636,49,1113,291.0,512,199,7.97738838418255,<1H OCEAN,388727.3061901611,5.592964824120603,0.261455525606469,2.5728643216080402
-120.20325535891746,39.48886453831398,25,11829,2395.0,6703,1669,12.90068261885834,<1H OCEAN,500000.0,7.087477531455962,0.202468509595063,4.01617735170761
-122.15812900803444,33.60586623671583,35,1800,575.0,576,223,2.060183418672988,NEAR OCEAN,180350.1890412944,8.071748878923767,0.3194444444444444,2.5829596412556053
-117.26364365883953,33.29963585603179,50,3285,1004.0,931,465,2.9573333571854983,<1H OCEAN,189978.57525336763,7.064516129032258,0.3056316590563166,2.0021505376344084
-122.35052112058833,34.13950969470581,23,943,235.0,517,162,4.070231990379199,INLAND,215206.20877715416,5.820987654320987,0.2492046659597031,3.191358024691358
-117.31690992546012,34.13072255652148,11,7627,2398.0,2478,911,7.598219473049142,NEAR BAY,460725.8296360424,8.37211855104281,0.3144093352563262,2.7200878155872665
-121.51255063246896,40.154900892104166,39,4166,1240.0,1740,1127,2.238742478516741,INLAND,96237.6638781736,3.696539485359361,0.29764762361977914,1.543921916592724
-120.57677809196376,36.20611159831017,1,5550,1133.0,1120,658,3.125595950998259,INLAND,183124.305987021,8.434650455927052,0.20414414414414414,1.702127659574468
-120.64162134912677,41.710612653452486,24,1859,516.0,496,240,4.9520513715493255,<1H OCEAN,285247.817602406,7.745833333333334,0.27756858526089295,2.066666666666667
-116.8891321483312,33.776064697452696,51,2566,445.0,1175,315,4.244587888860092,<1H OCEAN,224732.04203042,8.146031746031746,0.17342166796570538,3.7301587301587302
-119.4416055159889,38.57792037895088,22,8058,2146.0,6899,1688,2.9468292681163684,NEAR BAY,288238.383601492,4.773696682464455,0.266319185902209,4.087085308056872
-120.51475123170265,36.67318441697163,36,6205,1449.0,4540,1473,3.286357031309713,INLAND,184360.8177896818,4.2124915139171755,0.23352135374697824,3.0821452817379495
-115.5032482657976,36.15413904328279,28,11547,1765.0,3060,1694,1.8800472062489604,NEAR OCEAN,184127.6852616521,6.816410861865407,0.15285355503594006,1.806375442739079
-118.36610361845972,40.63828305120296,12,6146,1208.0,3083,1011,3.1356039881062365,NEAR BAY,254081.06121725633,6.079129574678536,0.1965506020175724,3.049455984174085
-122.01892562296445,41.57303950620411,17,6342,1981.0,4129,1037,3.09604543032056,<1H OCEAN,217920.9929048854,6.115718418514947,0.31236203090507725,3.981677917068467
-115.01906896293444,40.61758831659986,28,11697,2383.0,5290,1440,3.874731810946327,ISLAND,300887.9063807829,8.122916666666667,0.2037274514832863,3.673611111111111
-120.70496698045687,34.28839631502674,6,7623,1379.0,2708,1155,2.7185611504299465,INLAND,175673.77648787104,6.6,0.18089990817263543,2.3445887445887448
-123.80241034911934,34.55342066724309,22,4312,784.0,1586,853,4.315409990258214,INLAND,214696.02573314263,5.055099648300117,0.18181818181818182,1.8593200468933178
-119.15507771546058,38.60148707558409,22,3355,777.0,2508,610,5.505359751637128,INLAND,279844.8271193676,5.5,0.2315946348733234,4.111475409836066
-122.93583184470305,35.18847730923518,44,3897,1143.0,3718,935,3.743208747422957,INLAND,139036.68636680674,4.167914438502674,0.29330254041570436,3.976470588235294
-121.76764227409944,39.33294371625939,7,1013,282.0,376,227,4.088958874668703,NEAR BAY,282542.19894188445,4.462555066079295,0.2783810463968411,1.6563876651982379
-116.5794690985884,37.767712052529696,44,1868,419.0,1723,443,3.574838164357204,INLAND,224513.51020683223,4.216704288939052,0.22430406852248394,3.889390519187359
-122.86633150356155,37.623451546960744,22,10255,1902.0,2420,1358,3.4904755123533606,INLAND,220699.1197483146,7.551546391752577,0.18547050219405167,1.7820324005891017
-115.96916891158884,40.205486401000705,34,11084,1749.0,2657,1578,2.5226221213686064,INLAND,183488.03382353185,7.024081115335868,0.15779501984843017,1.6837769328263625
-114.64354566106428,39.1079547772069,29,1790,409.0,1077,291,4.024587486342176,INLAND,251400.2636288026,6.151202749140894,0.22849162011173185,3.7010309278350517
-118.01337257583896,32.74717321447481,16,1515,437.0,862,282,3.3408358518131873,<1H OCEAN,244693.81653193684,5.372340425531915,0.28844884488448846,3.0567375886524824
-116.95433624136714,32.959969975457945,49,1800,493.0,711,263,8.952436581863383,INLAND,403036.3566745419,6.844106463878327,0.2738888888888889,2.703422053231939
-116.92141657894436,38.094493607840946,12,10961,,5972,1449,7.085211369753939,<1H OCEAN,365222.1057655561,7.564527260179434,,4.121463077984817
-114.07335883584146,37.02158630328716,2,5076,1275.0,2526,642,4.152169416627262,INLAND,268766.2414236881,7.906542056074766,0.2511820330969267,3.9345794392523366
-120.71630972554344,34.91971729468982,40,4165,934.0,1114,668,2.4759502349180726,INLAND,148774.97327746905,6.235029940119761,0.22424969987995197,1.6676646706586826
-122.53886317732444,36.393501612027656,33,1064,264.0,460,140,2.1157615901935714,INLAND,194074.51156491388,7.6,0.24812030075187969,3.2857142857142856
-118.90449420387392,39.5485659642156,47,10617,,6555,1753,5.9656279885284,NEAR OCEAN,330909.12206994544,6.056474614945807,,3.739304050199658
-118.76085193971656,40.18748680731875,24,4986,1325.0,2629,849,3.928419378902865,INLAND,264070.21857387136,5.872791519434629,0.2657440834336141,3.0965842167255593
-122.38529261937931,37.71937453137741,1,11420,2699.0,6348,1459,4.332152499426723,NEAR BAY,318994.19378992,7.827278958190542,0.23633975481611208,4.3509252912954075
-117.94628392625978,36.083936171971054,2,7105,2202.0,4564,1308,1.5919127901443275,INLAND,165589.4549230119,5.431957186544342,0.30992258972554537,3.489296636085627
-124.0559277185364,35.01747988190449,23,1962,437.0,645,358,5.29809497201143,ISLAND,430893.89878082654,5.4804469273743015,0.22273190621814476,1.8016759776536313
-114.73778229496692,37.353841778154056,13,7366,1125.0,3042,1466,4.282295305590378,INLAND,217178.5544866395,5.024556616643929,0.15272875373336953,2.0750341064120055
-121.50134236622311,35.42717145264874,48,6362,1210.0,4068,1044,2.11764832435857,NEAR BAY,187886.27382237,6.093869731800766,0.19019176359635334,3.896551724137931
-123.79648587442004,37.74608477453917,7,7065,1661.0,4983,1135,2.8230386397273675,<1H OCEAN,189559.1006774832,6.224669603524229,0.23510261854210898,4.390308370044053
-123.09585569695646,38.79286715733963,46,3102,750.0,814,456,3.930130934372605,INLAND,176176.77601371027,6.802631578947368,0.24177949709864605,1.7850877192982457
-121.74946072754766,33.114536661550375,12,8716,2126.0,2762,1542,3.5737306825251345,INLAND,226939.2262281295,5.652399481193256,0.24391922900413032,1.7911802853437095
-121.40615708021834,32.50992742471155,7,7733,2099.0,6258,1685,3.0603306521610105,<1H OCEAN,218761.43487503496,4.589317507418397,0.2714341135393767,3.713946587537092
-123.86533800512316,34.47417739121891,15,6283,1236.0,1353,802,3.33152540728145,INLAND,200678.49253919403,7.834164588528679,0.19672131147540983,1.6870324189526185
-121.35058091562396,40.81895692878466,8,1438,378.0,467,275,3.1161871270224144,INLAND,207773.35943932683,5.2290909090909095,0.26286509040333794,1.6981818181818182
-122.23199428776648,38.5105040980256,21,12537,3381.0,6300,1545,3.7383828708475737,NEAR BAY,241942.18340015505,8.114563106796117,0.2696817420435511,4.077669902912621
-120.33806654016792,34.09923127301431,18,7304,1606.0,6152,1610,6.76776830516101,INLAND,371441.88690777466,4.536645962732919,0.21987951807228914,3.8211180124223603
-120.27128907896912,40.77945484495965,28,6111,1334.0,3935,970,1.099662925609869,<1H OCEAN,119256.6771187964,6.3,0.21829487808869252,4.056701030927835
-120.74212104585064,36.87059024467226,28,6752,1218.0,3698,1092,3.137472002683638,NEAR OCEAN,245119.0541561835,6.183150183150183,0.18039099526066352,3.3864468864468864
-120.85517638798682,36.92765333711154,1,3776,832.0,1203,494,3.778891035051688,NEAR OCEAN,291639.8187744274,7.6437246963562755,0.22033898305084745,2.435222672064777
-123.28474096703924,41.20054007773669,7,977,277.0,962,233,3.9876309008008697,INLAND,263758.81873120484,4.1931330472103,0.2835209825997953,4.128755364806867
-123.94290953931316,33.05322623730506,9,13733,4182.0,4037,1706,2.9524591651879932,NEAR OCEAN,235041.5650188859,8.049824150058617,0.3045219544163693,2.3663540445486517
-122.13843413840404,34.50115795404708,11,5732,1438.0,2140,931,1.5832428777187697,NEAR OCEAN,129802.53930620092,6.156820622986037,0.25087229588276344,2.2986036519871105
-116.48217584035052,37.947673323938915,5,3736,751.0,2365,581,4.045470934827733,INLAND,237273.7143721967,6.430292598967298,0.201017130620985,4.070567986230637
-114.09374039137856,34.318024539112635,17,7769,2066.0,4461,1284,7.593613737704869,<1H OCEAN,411798.0347213213,6.0506230529595015,0.26592869095121635,3.4742990654205608
-114.72903301441524,38.81960118564331,29,604,167.0,672,164,1.750256533542417,NEAR OCEAN,150172.77464855878,3.682926829268293,0.2764900662251656,4.097560975609756
-119.05696257351477,34.491058290831496,17,1520,314.0,496,254,5.148588534622155,<1H OCEAN,307883.00350608805,5.984251968503937,0.20657894736842106,1.952755905511811
-118.77539667106508,33.42215982656897,18,2539,738.0,2246,527,3.0106730234414822,INLAND,175744.84298583755,4.817836812144212,0.2906656163844033,4.261859582542694
-120.9912679958344,34.42496198465981,25,4572,743.0,2874,877,3.3953404791006996,INLAND,164770.95928873165,5.2132269099201825,0.16251093613298337,3.2770809578107185
-116.3058177258959,36.43142651873018,29,4965,754.0,2530,736,2.173188991657186,NEAR OCEAN,207168.09023481532,6.7459239130434785,0.15186304128902317,3.4375
-116.39948178308698,34.13808618230964,18,2599,,1801,434,3.002648469692926,<1H OCEAN,200745.5572564536,5.988479262672811,,4.149769585253456
-115.58842195265906,33.75263583178713,12,2816,497.0,1849,710,6.265259872994254,NEAR BAY,387294.1927268061,3.9661971830985916,0.17649147727272727,2.604225352112676
-115.06585331259178,40.500621541836146,22,2628,787.0,2439,680,4.536677241191709,INLAND,234901.13064244884,3.864705882352941,0.2994672754946728,3.586764705882353
-119.76963766810198,35.47969399345496,2,4433,985.0,3360,1001,7.610586377358361,<1H OCEAN,446060.6355907265,4.428571428571429,0.22219715768102866,3.3566433566433567
-116.37786920530658,35.85505578461976,26,4744,933.0,4030,1065,5.928880148342429,INLAND,300471.894509594,4.454460093896714,0.19666947723440134,3.784037558685446
-115.97473296628203,33.014014808361416,49,10486,2338.0,6574,1603,4.252848550163333,INLAND,217888.93497941387,6.541484716157205,0.22296395193591456,4.101060511540861
-121.05371185052294,35.8235374985691,21,6474,1406.0,5121,1475,7.65049641647432,NEAR OCEAN,416836.2179410343,4.389152542372881,0.21717639789928947,3.471864406779661
-114.72172911113726,34.96270674909069,6,4832,972.0,1036,611,4.2526695766848785,INLAND,254658.0591326277,7.908346972176759,0.201158940397351,1.6955810147299508
-123.23771667307552,38.17751112627863,37,7442,1291.0,3323,1636,5.066218491054097,INLAND,289065.4917386375,4.548899755501222,0.1734748723461435,2.0311735941320292
-114.05845437253453,34.41012976835338,7,3932,1028.0,4241,994,3.0542775116086527,INLAND,207930.45428975305,3.9557344064386317,0.2614445574771109,4.266599597585513
-116.34507467477954,40.76179871348442,11,3427,594.0,1874,435,3.5964441353209655,<1H OCEAN,258998.59379418223,7.87816091954023,0.17332944266121972,4.308045977011494
-123.24863676569188,41.14589957455186,8,3439,969.0,2975,691,2.5501681024192027,INLAND,185150.35503694645,4.9768451519536905,0.281767955801105,4.305354558610709
-117.506457589329,33.42842883174415,46,7687,1417.0,2195,1366,5.448349782201324,NEAR OCEAN,286485.1100562988,5.6273792093704245,0.18433719266293744,1.6068814055636895
-123.85137000853176,33.498847493483765,52,12443,3414.0,3914,1500,2.0539471268013845,ISLAND,216615.046196578,8.295333333333334,0.2743711323635779,2.6093333333333333
-116.34409311566934,33.57253587443219,30,6150,1765.0,2770,748,4.963234544428308,NEAR OCEAN,303541.14081320906,8.22192513368984,0.2869918699186992,3.7032085561497325
-116.04792619907764,38.2619940836859,33,2717,465.0,1414,384,3.203381671384878,NEAR BAY,237697.15722082072,7.075520833333333,0.17114464482885536,3.6822916666666665
-118.05541541846723,33.63431136714949,34,1699,280.0,773,442,5.912455291276296,NEAR BAY,343038.7706642165,3.8438914027149322,0.164802825191289,1.748868778280543
-115.46002400245098,40.42715555675147,32,1895,590.0,957,293,4.893418039676698,INLAND,210963.51562639812,6.467576791808874,0.3113456464379947,3.266211604095563
-123.20159054180844,39.5147250889224,29,10920,2498.0,2475,1293,7.919204595652474,NEAR OCEAN,402086.42111531866,8.445475638051045,0.22875457875457875,1.91415313225058
-121.38557681118372,40.12422238161362,52,7946,2043.0,2828,965,4.849369085445511,<1H OCEAN,263273.4137698317,8.23419689119171,0.25711049584696705,2.9305699481865286
-119.97538927975476,37.39236290003999,39,3534,544.0,1925,877,1.720443118974743,<1H OCEAN,144611.80456010485,4.029646522234891,0.15393322014714206,2.194982896237172
-123.7669288811534,41.76909806712813,5,6839,1350.0,2064,1248,3.386751059094807,NEAR BAY,262053.30763097867,5.479967948717949,0.19739728030413803,1.6538461538461537
-119.62819590677412,32.9108284573807,21,7677,1811.0,2619,1512,2.0597750201798486,INLAND,143975.83073926784,5.0773809523809526,0.2358994398853719,1.7321428571428572
-121.49482274765182,36.23176416693085,51,6040,1816.0,6030,1456,2.7642630486585555,<1H OCEAN,172270.8743027667,4.148351648351649,0.30066225165562915,4.141483516483516
-120.19410287656213,35.512611021120016,21,2441,479.0,1281,350,6.8898739827007525,,370107.8997830301,6.974285714285714,0.19623105284719378,3.66
-119.86395315367848,41.32240313802756,11,5405,1523.0,4665,1110,4.650106929396279,<1H OCEAN,283737.0984620725,4.86936936936937,0.28177613320999073,4.202702702702703
-115.2300003184256,37.86480691402761,46,8369,2198.0,4586,1602,2.5484397448489085,INLAND,162450.0795558936,5.224094881398252,0.26263591826980526,2.8626716604244695
-121.44252210061808,39.99757597863594,33,5612,952.0,3832,1420,2.2118453897926895,NEAR OCEAN,195421.42290407087,3.952112676056338,0.16963649322879543,2.6985915492957746
-115.08382008709404,34.08417310102423,30,4031,806.0,1709,673,3.542213951881621,<1H OCEAN,196325.3520764148,5.989598811292719,0.19995038451997024,2.539375928677563
-119.85509615890894,41.60129753827408,22,3343,637.0,2561,779,2.0188901561592316,NEAR BAY,209708.24851673268,4.291399229781772,0.19054741250373916,3.287548138639281
-120.85636124892136,37.13734778594973,7,9142,2059.0,4069,1615,2.580509539003339,INLAND,144712.04635358052,5.660681114551084,0.22522423977247866,2.5195046439628483
-119.07437709678152,37.091150309317,20,738,190.0,641,175,4.016473433215025,<1H OCEAN,252505.10491604183,4.217142857142857,0.25745257452574527,3.662857142857143
-119.93901847909903,41.52922797547536,23,8286,1853.0,3831,1002,5.8702100464929705,INLAND,283760.8131563989,8.269461077844312,0.22363021964759836,3.8233532934131738
-121.5748024068375,36.04081095931945,49,1331,255.0,1273,315,4.590287519391805,INLAND,239027.2255846064,4.2253968253968255,0.19158527422990232,4.041269841269841
-119.07267088708012,36.196982728361434,16,9910,2659.0,3575,1622,1.244731347051535,NEAR BAY,152304.56681444185,6.1097410604192355,0.26831483350151364,2.2040690505548706
-122.65162232259593,37.93820013608591,8,830,207.0,560,185,4.002683567564346,NEAR BAY,304550.8518191296,4.486486486486487,0.2493975903614458,3.027027027027027
-120.61031458116577,33.69088927809442,23,617,,342,159,3.6053364963735537,NEAR OCEAN,268939.6912466427,3.880503144654088,,2.150943396226415
-118.42893976238427,35.48609632563025,52,3032,741.0,1081,672,4.204900489822186,INLAND,232980.5186666387,4.511904761904762,0.24439313984168864,1.6086309523809523
-119.98323590722345,34.29683739873971,26,1721,323.0,1620,456,7.223173192818083,NEAR BAY,410197.41566702235,3.7741228070175437,0.18768158047646716,3.5526315789473686
